Country,Region,GDP_Per_Capita,Social_Support,Life_Expectancy,Freedom,Generosity,Corruption_Perception,Unemployment_Rate,Population,Happiness_Score,Happiness_Rank
Canada,Europe,0.923,0.756,66.7,0.724,0.069,0.204,10.8,336234790.0,6.27,2752.0
China,Oceania,2.212,0.353,51.5,0.727,0.187,0.347,8.1,1159781256.0,6.27,2753.0
Bhutan,North America,1.429,0.477,77.9,0.627,0.304,0.648,13.7,873708186.0,6.27,2754.0
Norway,Oceania,1.129,0.529,74.8,0.956,0.076,0.215,14.2,15985962.0,6.27,2755.0
Canada,Asia,,,,,0.041,0.012,15.0,361128469.0,,2756.0
Denmark,Oceania,1.464,0.804,55.6,0.337,0.355,0.446,16.9,926522438.0,6.27,2757.0
Nepal,Europe,1.461,0.998,53.3,0.968,0.348,0.879,17.1,9395518.0,6.27,2758.0
Spain,Europe,2.155,0.523,57.2,0.249,0.129,0.797,21.2,808738526.0,6.27,2759.0
Norway,North America,2.296,0.32,67.2,0.229,0.029,0.649,17.4,308831505.0,6.27,2760.0
Japan,Europe,1.669,0.766,58.0,0.365,0.611,0.729,8.2,591735627.0,6.26,2761.0
China,Europe,1.732,0.447,65.1,0.322,0.099,0.892,18.1,284486934.0,6.26,2762.0
Singapore,North America,1.429,0.711,62.8,0.26,0.728,0.046,2.5,583752295.0,6.26,2763.0
Canada,Europe,0.581,0.467,81.9,0.426,0.065,0.086,15.8,1122766267.0,6.26,2764.0
Japan,Europe,,,,,0.226,0.675,6.0,496911278.0,,2765.0
Bhutan,Asia,0.398,0.629,84.5,0.622,0.251,0.897,4.6,1015459067.0,6.26,2766.0
Brazil,Asia,0.25,0.972,76.8,0.4,0.307,0.355,4.2,16694891.0,6.26,2767.0
Finland,South America,1.668,0.411,55.4,0.946,0.353,0.609,6.2,569427298.0,6.26,2768.0
Norway,Europe,1.824,0.386,63.8,0.533,0.027,0.043,22.2,1225847886.0,6.26,2769.0
USA,South America,1.462,0.382,69.8,0.537,0.674,0.384,20.1,1174336142.0,6.26,2770.0
Germany,Oceania,2.244,0.331,60.9,0.245,0.632,0.886,23.7,263277051.0,6.26,2771.0
Sweden,Asia,0.858,0.325,77.0,0.885,0.211,0.754,17.4,894325482.0,6.26,2772.0
Norway,Europe,0.538,0.556,81.7,0.594,0.657,0.666,18.1,1182838274.0,6.26,2773.0
Germany,North America,0.615,0.735,83.6,0.743,0.052,0.587,16.1,1392393470.0,6.26,2774.0
Germany,Asia,1.639,0.401,73.3,0.549,0.697,0.666,9.3,1072562685.0,6.25,2775.0
Sweden,Asia,,,,,0.661,0.371,8.5,968629026.0,,2776.0
Bhutan,Europe,2.201,0.544,53.5,0.734,0.282,0.733,24.7,560914223.0,6.25,2777.0
Singapore,North America,2.037,0.626,54.2,0.779,0.541,0.739,18.6,86618172.0,6.25,2778.0
Norway,South America,1.002,0.741,81.1,0.367,0.761,0.856,4.8,139112480.0,6.25,2779.0
India,Europe,0.829,0.816,81.1,0.518,0.109,0.622,24.2,475315771.0,6.25,2780.0
Sweden,Europe,0.998,0.579,67.1,0.599,0.332,0.411,9.9,964129465.0,6.25,2781.0
Singapore,South America,0.763,0.685,73.0,0.719,0.687,0.461,12.9,624749185.0,6.25,2782.0
Bhutan,Oceania,2.102,0.306,52.0,0.966,0.355,0.371,4.6,645826803.0,6.25,2783.0
Norway,Oceania,1.21,0.771,55.9,0.583,0.496,0.039,14.6,189672155.0,6.25,2784.0
Finland,Europe,2.048,0.648,52.3,0.724,0.605,0.206,17.8,425041826.0,6.25,2785.0
USA,South America,1.058,0.651,71.1,0.831,0.065,0.819,18.1,1058208378.0,6.25,2786.0
Singapore,Europe,1.247,0.714,65.0,0.545,0.034,0.745,10.4,602495886.0,6.25,2787.0
Japan,Asia,0.445,0.652,81.7,0.828,0.383,0.733,8.0,578979475.0,6.25,2788.0
India,North America,1.981,0.483,55.3,0.497,0.484,0.598,15.3,1338289276.0,6.25,2789.0
Sweden,North America,1.107,0.978,58.3,0.43,0.392,0.754,9.1,1083584174.0,6.24,2790.0
Denmark,Europe,0.358,0.885,81.2,0.597,0.552,0.893,14.6,479022970.0,6.24,2791.0
Japan,Oceania,1.386,0.429,57.7,0.872,0.342,0.1,16.0,747220254.0,6.24,2792.0
USA,South America,1.026,0.319,71.8,0.866,0.569,0.497,4.0,181976491.0,6.24,2793.0
China,Europe,1.521,0.427,68.8,0.439,0.372,0.165,4.1,265645360.0,6.24,2794.0
Italy,Oceania,0.225,0.915,82.4,0.735,0.358,0.031,12.6,823991107.0,6.24,2795.0
Finland,North America,1.439,0.399,70.7,0.624,0.315,0.756,8.6,141080467.0,6.24,2796.0
Sweden,South America,0.521,0.731,81.8,0.56,0.751,0.433,,692264998.0,6.24,2797.0
Denmark,South America,2.288,0.515,51.0,0.278,0.425,0.298,3.8,1185190005.0,6.24,2798.0
Norway,South America,1.257,0.778,68.8,0.484,0.621,0.766,6.0,370852846.0,6.24,2799.0
Bhutan,Asia,1.521,0.485,75.7,0.528,0.545,0.65,13.5,389676309.0,6.24,2800.0
China,Europe,1.587,0.666,59.4,0.322,0.624,0.305,9.5,387960289.0,6.24,2801.0
Sweden,North America,1.493,0.494,65.0,0.567,0.367,0.605,21.0,522317977.0,6.24,2802.0
USA,Asia,0.674,0.865,59.5,0.688,0.079,0.005,19.4,753583988.0,6.24,2803.0
Nepal,South America,0.23,0.715,82.1,0.451,0.431,0.293,11.6,155787754.0,6.24,2804.0
Norway,Oceania,1.164,0.444,72.8,0.846,0.352,0.434,13.6,787253000.0,6.24,2805.0
Nepal,Europe,1.363,0.991,50.5,0.997,0.739,0.176,16.6,426243856.0,6.23,2806.0
Germany,South America,1.762,0.422,73.5,0.42,0.529,0.765,22.3,,6.23,2807.0
China,Europe,1.118,0.484,79.3,0.916,0.712,0.765,19.2,351960256.0,6.23,2808.0
Brazil,North America,1.966,0.314,55.7,0.417,0.636,0.116,11.2,1224164806.0,6.23,2809.0
Canada,South America,1.533,0.974,52.5,0.396,0.71,0.722,9.3,917996524.0,6.23,2810.0
UAE,Europe,1.184,0.514,72.5,0.798,0.251,0.591,16.4,974237565.0,6.23,2811.0
Brazil,Oceania,1.01,0.767,66.2,0.703,0.701,0.733,11.4,1186201774.0,6.23,2812.0
Sweden,South America,1.735,0.709,51.6,0.684,0.413,0.463,12.6,902026153.0,6.23,2813.0
Germany,Asia,1.209,0.512,70.0,0.971,0.415,0.224,4.4,688173400.0,6.23,2814.0
USA,Oceania,1.678,0.782,58.0,0.605,0.765,0.499,18.6,1147310277.0,6.23,2815.0
Brazil,South America,1.117,0.73,78.0,0.499,0.321,0.658,13.0,412130796.0,6.23,2816.0
Norway,Oceania,2.242,0.447,54.6,0.541,0.001,0.343,19.0,833517701.0,6.23,2817.0
Italy,South America,0.483,0.803,66.6,0.754,0.355,0.008,19.8,236655532.0,6.23,2818.0
UAE,Europe,1.748,0.381,56.7,0.976,0.635,0.846,8.5,1268349111.0,6.23,2819.0
Italy,Europe,1.478,0.313,78.3,0.229,0.115,0.249,5.2,189433242.0,6.23,2820.0
Australia,South America,1.364,0.633,61.7,0.918,0.608,0.157,11.8,478148119.0,6.23,2821.0
Nepal,Oceania,1.312,0.606,60.7,0.736,0.561,0.314,15.7,1384694738.0,6.23,2822.0
France,Europe,0.802,0.707,80.4,0.528,0.659,0.388,19.5,509099157.0,6.22,
UAE,South America,0.889,0.93,63.8,0.893,0.291,0.37,17.2,10304114.0,6.22,2824.0
Japan,North America,1.277,0.504,78.0,0.369,0.262,0.143,22.7,22871724.0,6.22,2825.0
Canada,Asia,2.089,0.594,56.0,0.358,0.43,0.15,21.8,1032440050.0,6.22,2826.0
Finland,Europe,1.489,0.623,55.8,0.963,0.248,0.598,22.0,584265180.0,6.22,2827.0
Denmark,Europe,0.915,0.883,73.1,0.685,0.379,0.807,13.5,1007947448.0,6.22,2828.0
Canada,Asia,0.75,0.97,67.5,0.42,0.697,0.052,21.5,826046147.0,6.22,2829.0
Finland,Asia,1.479,0.76,62.0,0.881,0.73,0.84,18.5,726769800.0,6.22,2830.0
China,Europe,0.394,0.791,83.4,0.36,0.064,0.306,13.6,408570256.0,6.22,2831.0
Sweden,Asia,0.788,0.372,80.5,0.896,0.446,0.181,22.6,322783215.0,6.22,2832.0
Sweden,South America,0.54,0.544,84.1,0.477,0.24,0.83,18.2,165216519.0,6.22,2833.0
Finland,Oceania,0.744,0.634,80.3,0.283,0.087,0.389,7.8,396688915.0,6.22,2834.0
Nepal,Asia,1.337,0.578,64.3,0.815,0.019,0.392,21.7,946987088.0,6.22,2835.0
Germany,North America,1.473,0.674,52.4,0.655,0.189,0.628,15.5,569999844.0,6.22,2836.0
UK,Europe,1.416,0.383,77.8,0.404,0.29,0.07,16.7,19349544.0,6.22,2837.0
Sweden,Asia,1.571,0.742,61.3,0.343,0.68,0.056,8.8,235370490.0,6.22,2838.0
Finland,South America,0.995,0.574,82.0,0.709,0.664,0.843,4.7,1123802369.0,6.22,2839.0
Italy,South America,1.661,0.621,59.5,0.408,0.195,0.389,9.1,980711219.0,6.21,2840.0
Brazil,North America,0.314,0.849,75.4,0.984,0.189,0.444,23.2,9326484.0,6.21,2841.0
Germany,Oceania,1.284,0.617,60.2,0.882,0.148,0.315,21.4,328426217.0,6.21,2842.0
UAE,Oceania,1.038,0.498,63.9,0.762,0.135,0.312,9.1,1006625182.0,6.21,2843.0
Canada,North America,1.137,0.424,84.3,0.265,0.216,0.392,20.0,114485778.0,6.21,2844.0
India,Oceania,0.843,0.833,72.8,0.526,0.073,0.087,15.5,1303285662.0,6.21,2845.0
Italy,North America,1.208,0.688,64.0,0.369,0.714,0.534,8.1,493988556.0,6.21,2846.0
Singapore,North America,1.103,0.341,72.9,0.578,0.644,0.538,16.0,115304765.0,6.21,2847.0
Finland,Asia,1.485,0.375,69.9,0.575,0.428,0.796,17.4,822690382.0,6.21,2848.0
India,Oceania,1.722,0.345,58.9,0.852,0.273,0.626,5.8,1189460806.0,6.21,2849.0
China,Oceania,1.363,0.437,66.6,0.593,0.123,0.501,12.4,700631454.0,6.21,2850.0
Spain,South America,1.364,0.567,63.2,0.718,0.241,0.087,14.4,1211581584.0,6.21,2851.0
Bhutan,Europe,1.506,0.837,52.9,0.515,0.629,0.585,10.5,1055665223.0,6.21,2852.0
Nepal,Europe,0.303,0.779,82.4,0.418,0.37,0.328,3.6,1327383480.0,6.21,2853.0
Italy,Europe,1.035,0.794,58.1,0.659,0.294,0.59,13.6,1045301245.0,6.21,2854.0
Sweden,Oceania,0.718,0.942,62.4,0.89,0.733,0.318,20.8,613406804.0,6.21,2855.0
Singapore,South America,1.281,0.468,66.5,0.58,0.215,0.628,7.2,1047605031.0,6.21,2856.0
Bhutan,Europe,2.47,0.358,56.4,0.213,0.491,0.128,11.5,83084208.0,6.2,2857.0
Spain,Europe,0.372,0.74,80.8,0.65,0.75,0.285,10.6,1027758864.0,6.2,2858.0
Finland,North America,1.146,0.696,63.0,0.829,0.752,0.265,6.0,1071093022.0,6.2,2859.0
UK,Oceania,1.62,0.357,63.3,0.372,0.094,0.58,4.9,74921608.0,6.2,2860.0
Australia,Oceania,1.063,0.71,66.7,0.304,0.754,0.088,11.5,1355877536.0,6.2,2861.0
Brazil,North America,1.498,0.746,62.3,0.615,0.433,0.892,8.9,938809610.0,6.2,2862.0
China,Europe,1.238,0.727,54.4,0.938,0.173,0.348,12.0,1013203508.0,6.2,2863.0
France,South America,1.68,0.999,51.4,0.443,0.727,0.291,5.5,1397859080.0,6.2,2864.0
Denmark,South America,1.268,0.628,66.0,0.768,0.262,0.698,13.3,312813676.0,6.2,2865.0
Australia,North America,1.232,0.68,81.9,0.207,0.615,0.789,9.3,180285038.0,6.2,2866.0
China,Oceania,1.717,0.418,55.4,0.373,0.386,0.202,18.2,694815724.0,6.2,2867.0
Finland,Europe,1.377,0.776,68.3,0.205,0.075,0.737,8.0,684668955.0,6.2,2868.0
China,North America,1.539,0.819,58.8,0.846,0.632,0.731,13.2,868181836.0,6.2,2869.0
Finland,Asia,1.152,0.871,62.1,0.316,0.686,0.741,19.8,866699464.0,6.2,2870.0
Brazil,South America,2.384,0.476,56.6,0.237,0.31,0.743,23.1,1165013928.0,6.2,2871.0
UK,South America,1.516,0.369,73.5,0.663,0.59,0.206,17.0,627513815.0,6.19,2872.0
Japan,Asia,0.496,0.827,81.8,0.237,0.178,0.085,18.9,951812199.0,6.19,2873.0
UK,Oceania,1.659,0.49,61.1,0.906,0.349,0.152,5.7,1367988183.0,6.19,2874.0
Singapore,North America,0.464,0.612,79.8,0.623,0.691,0.463,5.0,54985209.0,6.19,2875.0
Canada,Oceania,0.65,0.452,82.7,0.649,0.456,0.731,14.1,1262352855.0,6.19,2876.0
India,North America,1.66,0.757,55.4,0.618,0.212,0.755,15.4,394742592.0,6.19,2877.0
Germany,Oceania,1.231,0.495,71.9,0.688,0.263,0.382,12.9,565475196.0,6.19,2878.0
Denmark,Oceania,1.761,0.709,59.6,0.624,0.71,0.469,19.8,1022974460.0,6.19,2879.0
Canada,South America,0.378,0.748,79.5,0.972,0.519,0.589,20.2,378584229.0,6.19,2880.0
Brazil,Asia,0.53,0.644,82.8,0.853,0.411,0.09,21.2,1113263678.0,6.19,2881.0
Canada,Oceania,0.283,0.578,84.5,0.614,0.167,0.37,23.7,210005716.0,6.18,2882.0
China,South America,0.475,0.665,80.6,0.662,0.063,0.468,3.7,861873128.0,6.18,2883.0
UK,Oceania,0.715,0.948,73.0,0.352,0.222,0.056,9.7,775063319.0,6.18,2884.0
Brazil,North America,2.008,0.655,58.6,0.387,0.348,0.879,13.9,212968541.0,6.18,2885.0
China,Asia,0.691,0.737,79.2,0.713,0.329,0.221,10.3,1034139224.0,6.18,2886.0
Singapore,Europe,0.372,0.799,81.2,0.326,0.119,0.433,20.1,467718003.0,6.18,2887.0
Italy,South America,1.225,0.941,52.7,0.874,0.025,0.155,2.8,650681471.0,6.18,2888.0
Australia,Asia,1.83,0.503,50.4,0.862,0.393,0.861,21.7,1290083538.0,6.18,2889.0
Spain,Asia,2.023,0.37,63.1,0.547,0.135,0.683,19.6,540554510.0,6.18,2890.0
Nepal,Asia,1.88,0.615,53.8,0.691,0.091,0.724,6.1,625448005.0,6.18,2891.0
Finland,South America,1.073,0.373,84.1,0.503,0.028,0.379,10.0,1062263430.0,6.18,2892.0
Brazil,Asia,0.793,0.669,72.1,0.925,0.578,0.474,3.1,985817224.0,6.18,2893.0
Sweden,Oceania,1.432,0.877,61.7,0.455,0.487,0.476,7.4,327100235.0,6.18,2894.0
USA,Oceania,1.187,0.911,63.1,0.453,0.263,0.718,19.2,1254589511.0,6.18,2895.0
Denmark,North America,1.183,0.569,72.2,0.799,0.249,0.33,,358288299.0,6.18,2896.0
Brazil,North America,0.469,0.455,80.0,0.864,0.517,0.081,19.3,366936403.0,6.18,2897.0
Singapore,North America,1.308,0.575,55.4,0.591,0.202,0.111,4.2,931880285.0,6.18,2898.0
USA,Oceania,0.606,0.919,60.1,0.907,0.672,0.591,16.0,1060051468.0,6.18,2899.0
Norway,Asia,1.858,0.342,57.0,0.787,0.001,0.469,20.4,991575940.0,6.18,2900.0
Norway,South America,1.852,0.533,56.0,0.587,0.02,0.836,7.3,1233339869.0,6.18,2901.0
UAE,Oceania,1.542,0.629,57.6,0.786,0.203,0.617,25.0,835439193.0,6.18,2902.0
France,Oceania,0.453,0.959,76.8,0.246,0.392,0.469,19.7,798607224.0,6.17,2903.0
India,South America,1.663,0.396,62.2,0.477,0.029,0.849,11.3,850601338.0,6.17,2904.0
Italy,Europe,0.794,0.799,77.5,0.446,0.254,0.481,16.9,1201569881.0,6.17,2905.0
UK,South America,1.637,0.368,70.4,0.676,0.76,0.811,3.1,1086958594.0,6.17,2906.0
France,South America,2.128,0.378,53.9,0.764,0.494,0.869,17.1,623411991.0,6.17,2907.0
Finland,North America,0.219,0.81,79.1,0.843,0.208,0.058,15.7,151194607.0,6.17,2908.0
USA,Asia,1.958,0.321,63.3,0.417,0.348,0.505,16.8,380640966.0,6.17,2909.0
Australia,Europe,1.534,0.582,68.7,0.267,0.766,0.436,21.5,291716983.0,6.17,2910.0
Brazil,Asia,0.46,0.8,76.3,0.76,0.02,0.141,4.5,1005894417.0,6.17,2911.0
Germany,North America,0.629,0.733,72.9,0.644,0.481,0.647,14.9,1120369940.0,6.17,2912.0
France,Oceania,1.073,0.733,71.4,0.728,0.06,0.701,6.0,1087411708.0,6.17,2913.0
Spain,Europe,1.262,0.321,83.9,0.648,0.44,0.67,18.7,1313536299.0,6.17,2914.0
UK,Oceania,1.173,0.926,67.1,0.247,0.201,0.189,19.8,1069176651.0,6.17,2915.0
Singapore,Asia,1.772,0.856,50.8,0.55,0.721,0.004,14.7,280502900.0,6.17,2916.0
Nepal,North America,,,,,0.777,0.717,24.6,514640711.0,,2917.0
Germany,Europe,1.147,0.427,77.3,0.205,0.552,0.589,15.1,787156493.0,6.17,2918.0
Singapore,Europe,1.172,0.684,61.0,0.332,0.436,0.092,19.5,66308511.0,6.16,2919.0
India,South America,0.494,0.431,84.9,0.463,0.415,0.474,6.5,707719187.0,6.16,2920.0
Nepal,Oceania,1.199,0.819,53.7,0.686,0.377,0.354,20.7,524643441.0,6.16,2921.0
UAE,Asia,0.607,0.769,79.3,0.288,0.152,0.65,12.8,521268825.0,6.16,2922.0
France,South America,0.999,0.464,79.6,0.438,0.036,0.188,23.1,1229038196.0,6.16,2923.0
Brazil,South America,1.904,0.4,62.3,0.464,0.144,0.738,9.1,459269107.0,6.16,2924.0
China,South America,0.853,0.927,60.4,0.595,0.465,0.768,19.3,479265555.0,6.16,2925.0
Germany,North America,0.563,0.863,65.7,0.398,0.013,0.051,12.1,46860508.0,6.16,2926.0
Japan,Asia,1.012,0.876,60.6,0.682,0.58,0.812,15.3,348946366.0,6.16,2927.0
Brazil,North America,2.3,0.544,51.1,0.715,0.654,0.631,9.8,1173406403.0,6.16,2928.0
Australia,Europe,1.226,0.779,66.4,0.358,0.335,0.252,8.7,1026473158.0,6.16,2929.0
USA,South America,1.325,0.618,64.7,0.458,0.665,0.857,18.5,1057001079.0,6.16,2930.0
Germany,Asia,0.628,0.6,80.8,0.927,0.673,0.519,19.6,1061336594.0,6.16,2931.0
Spain,Asia,2.081,0.426,53.4,0.771,0.589,0.473,14.9,70268251.0,6.16,2932.0
Australia,Oceania,0.726,0.767,67.3,0.574,0.208,0.181,7.0,89945202.0,6.16,2933.0
Germany,North America,0.284,0.832,79.9,0.696,0.622,0.817,15.6,113540514.0,6.16,2934.0
Spain,Oceania,0.867,0.613,71.8,0.478,0.083,0.072,17.5,139878491.0,6.16,2935.0
Canada,North America,0.752,0.826,80.0,0.465,0.303,0.871,21.0,569528822.0,6.16,2936.0
Brazil,Asia,1.319,0.483,77.3,0.692,0.364,0.726,7.5,786547875.0,6.15,2937.0
Spain,South America,1.577,0.931,57.7,0.449,0.03,0.887,3.9,951589793.0,6.15,2938.0
Spain,North America,0.576,0.727,82.8,0.783,0.149,0.537,16.3,184770225.0,6.15,2939.0
Spain,North America,1.055,0.695,61.7,0.932,0.531,0.132,22.6,244840286.0,6.15,2940.0
Bhutan,North America,1.304,0.915,53.7,0.965,0.714,0.376,23.2,919412654.0,6.15,2941.0
Finland,Asia,0.625,0.421,75.1,0.787,0.317,0.115,9.4,369651270.0,6.15,2942.0
Canada,North America,2.2,0.499,55.4,0.288,0.731,0.55,3.9,1258083102.0,6.15,2943.0
Spain,North America,,,,,0.017,0.502,16.2,671907102.0,,2944.0
Sweden,Oceania,1.266,0.677,72.6,0.343,0.248,0.88,18.0,596617398.0,6.15,2945.0
Italy,Europe,0.739,0.891,72.9,0.28,0.212,0.066,20.2,565991408.0,6.15,2946.0
USA,Europe,1.288,0.971,53.1,0.493,0.527,0.326,14.2,1361788243.0,6.15,2947.0
Nepal,Oceania,1.904,0.303,63.2,0.851,0.413,0.65,8.9,269631950.0,6.14,2948.0
Italy,Oceania,1.159,0.831,62.2,0.51,0.569,0.848,11.5,1269931936.0,6.14,2949.0
Singapore,South America,2.111,0.66,51.4,0.445,0.647,0.688,11.2,1273460504.0,6.14,2950.0
Bhutan,South America,2.11,0.561,57.8,0.217,0.624,0.766,10.2,448743220.0,6.14,2951.0
Japan,North America,0.925,0.395,84.4,0.744,0.246,0.238,9.1,1125236365.0,6.14,2952.0
Australia,North America,1.924,0.523,55.4,0.707,0.598,0.242,16.9,534716599.0,6.14,2953.0
Brazil,South America,1.65,0.364,58.2,0.671,0.656,0.343,20.1,373310144.0,6.14,2954.0
Bhutan,Europe,1.323,0.454,75.2,0.273,0.473,0.369,,120226468.0,6.14,2955.0
Norway,Oceania,0.541,0.596,72.2,0.671,0.78,0.054,11.6,1274449879.0,6.14,2956.0
Italy,North America,1.025,0.762,72.8,0.401,0.096,0.722,7.4,1232036385.0,6.14,2957.0
Canada,Oceania,1.919,0.416,60.9,0.928,0.705,0.568,16.2,1217831336.0,6.14,2958.0
India,South America,0.259,0.827,80.7,0.475,0.567,0.321,24.9,13011652.0,6.14,2959.0
Australia,North America,2.327,0.325,53.9,0.891,0.244,0.726,6.5,91271628.0,6.14,2960.0
Canada,Asia,0.572,0.671,78.6,0.564,0.272,0.151,10.3,1200423451.0,6.14,2961.0
Brazil,Oceania,1.23,0.954,55.1,0.447,0.148,0.311,14.6,1288150558.0,6.14,2962.0
Japan,Asia,1.597,0.347,78.5,0.224,0.657,0.565,4.8,913405046.0,6.13,2963.0
USA,Europe,0.631,0.805,72.1,0.626,0.182,0.031,6.4,545483982.0,6.13,2964.0
Canada,Europe,0.934,0.887,63.7,0.596,0.74,0.066,16.0,1220744468.0,6.13,2965.0
Finland,Europe,1.584,0.474,62.2,0.698,0.279,0.539,6.3,583693378.0,6.13,
Bhutan,Asia,0.244,0.91,80.9,0.32,0.705,0.525,4.9,535477539.0,6.13,2967.0
Nepal,North America,1.458,0.955,51.2,0.502,0.479,0.313,15.9,1140288552.0,6.13,2968.0
Italy,North America,2.057,0.652,53.3,0.281,0.104,0.528,19.1,451628185.0,6.13,2969.0
UAE,North America,1.076,0.642,81.0,0.326,0.033,0.525,12.6,126737500.0,6.13,2970.0
Bhutan,South America,1.391,0.766,56.8,0.987,0.129,0.739,21.4,609799286.0,6.13,2971.0
India,Asia,,,,,0.784,0.855,24.3,833291826.0,,2972.0
India,South America,0.951,0.815,66.2,0.492,0.246,0.034,23.5,1157925160.0,6.13,2973.0
Germany,Oceania,0.436,0.943,78.4,0.369,0.321,0.163,12.3,1239577042.0,6.13,2974.0
Norway,Europe,1.66,0.81,52.5,0.55,0.717,0.54,18.6,356162305.0,6.13,2975.0
UK,Asia,1.885,0.31,62.1,0.56,0.609,0.718,23.3,645511961.0,6.12,2976.0
Australia,Europe,1.018,0.996,56.9,0.871,0.725,0.104,11.3,733256225.0,6.12,2977.0
UK,South America,0.82,0.401,79.4,0.531,0.677,0.898,15.6,550166960.0,6.12,2978.0
Bhutan,South America,0.813,0.86,72.8,0.857,0.674,0.581,17.1,484463720.0,6.12,2979.0
Japan,Asia,2.329,0.389,61.8,0.221,0.7,0.743,15.9,871891751.0,6.12,2980.0
Canada,Europe,1.288,0.713,70.8,0.419,0.081,0.871,11.6,1191046149.0,6.12,2981.0
India,South America,0.88,0.941,65.4,0.419,0.545,0.548,4.2,1161715289.0,6.12,2982.0
Spain,North America,,,,,0.248,0.091,22.9,601853974.0,,2983.0
Italy,South America,2.279,0.351,51.5,0.361,0.397,0.014,10.7,958552635.0,6.12,2984.0
Japan,Oceania,1.01,0.838,59.2,0.387,0.255,0.149,14.5,159173597.0,6.12,2985.0
Australia,Oceania,1.031,0.553,74.5,0.407,0.309,0.188,3.6,431541878.0,6.12,2986.0
Singapore,North America,1.282,0.67,69.0,0.612,0.509,0.139,23.1,1016471628.0,6.11,2987.0
Finland,North America,1.32,0.778,53.3,0.617,0.373,0.466,24.8,168025996.0,6.11,2988.0
China,Oceania,1.389,0.39,73.2,0.271,0.186,0.039,24.0,656878146.0,6.11,2989.0
Finland,Asia,1.673,0.479,71.2,0.246,0.071,0.248,16.0,1198662216.0,6.11,2990.0
Canada,Asia,0.998,0.998,50.1,0.706,0.515,0.561,15.8,1126142405.0,6.11,2991.0
Norway,Oceania,1.762,0.493,64.3,0.273,0.732,0.219,2.7,213816187.0,6.11,2992.0
Brazil,Oceania,0.736,0.759,68.3,0.784,0.537,0.595,5.8,20153673.0,6.11,2993.0
Australia,Oceania,1.432,0.453,57.8,0.872,0.475,0.517,20.3,1027183266.0,6.11,2994.0
Japan,North America,1.208,0.617,59.0,0.67,0.461,0.63,24.7,66771561.0,6.11,2995.0
UAE,Europe,0.805,0.396,81.1,0.471,0.636,0.204,13.7,184943799.0,6.11,2996.0
Bhutan,South America,1.538,0.937,50.4,0.837,0.761,0.808,23.1,1212358799.0,6.11,2997.0
UAE,North America,1.478,0.538,64.2,0.964,0.685,0.48,10.2,1316026317.0,6.11,2998.0
France,North America,,,,,0.443,0.794,6.5,1237811719.0,,2999.0
Nepal,South America,0.292,0.903,79.2,0.405,0.339,0.389,10.9,831349806.0,6.11,3000.0
Brazil,Asia,0.654,0.596,82.8,0.704,0.783,0.594,17.0,1341268048.0,6.1,3001.0
Finland,North America,1.618,0.485,73.9,0.433,0.491,0.827,12.1,812399450.0,6.1,3002.0
Australia,North America,1.418,0.491,58.4,0.654,0.041,0.489,13.7,170643928.0,6.1,3003.0
Singapore,Oceania,1.55,0.745,59.8,0.818,0.45,0.738,7.0,1192739674.0,6.1,3004.0
India,Europe,1.209,0.617,63.2,0.273,0.116,0.222,14.4,947584272.0,6.1,3005.0
Spain,South America,2.21,0.322,55.1,0.745,0.543,0.519,3.1,1214180736.0,6.1,3006.0
Italy,Oceania,1.015,0.803,75.4,0.379,0.063,0.85,4.9,466893765.0,6.1,3007.0
Italy,North America,1.208,0.303,80.7,0.511,0.781,0.266,17.0,650603788.0,6.1,3008.0
Denmark,Europe,0.741,0.574,78.2,0.254,0.365,0.846,11.2,470752022.0,6.1,3009.0
India,Oceania,1.592,0.591,62.3,0.637,0.238,0.593,14.5,878469357.0,6.1,3010.0
India,North America,1.134,0.469,63.5,0.803,0.784,0.246,14.9,50517874.0,6.1,3011.0
Spain,Europe,1.112,0.519,63.3,0.73,0.377,0.65,12.4,969439983.0,6.1,3012.0
UK,North America,2.029,0.562,60.3,0.24,0.755,0.203,24.0,787131829.0,6.1,3013.0
Denmark,North America,1.125,0.972,62.4,0.858,0.447,0.747,5.8,1337140667.0,6.1,3014.0
France,Asia,0.9,0.817,67.1,0.26,0.334,0.623,4.1,71577441.0,6.09,3015.0
Norway,South America,2.079,0.382,52.7,0.764,0.228,0.353,17.4,919590748.0,6.09,3016.0
Spain,Europe,0.945,0.573,69.3,0.866,0.411,0.383,13.8,300581351.0,6.09,3017.0
Canada,Europe,1.779,0.457,62.1,0.39,0.409,0.427,11.4,536706165.0,6.09,3018.0
Australia,South America,0.392,0.597,75.4,0.93,0.335,0.168,9.2,1032275536.0,6.09,3019.0
Italy,Europe,,,,,0.117,0.463,17.9,429225447.0,,3020.0
UK,Oceania,1.427,0.494,53.4,0.839,0.713,0.384,19.4,4531451.0,6.09,3021.0
UAE,North America,1.318,0.839,57.6,0.83,0.383,0.548,24.5,287864212.0,6.09,3022.0
Finland,Europe,0.996,0.356,84.6,0.668,0.359,0.475,3.1,524656022.0,6.09,3023.0
Denmark,North America,1.037,0.33,83.7,0.454,0.092,0.282,16.9,1120959022.0,6.09,3024.0
USA,South America,1.492,0.338,65.6,0.969,0.352,0.443,6.3,506257711.0,6.09,3025.0
Denmark,Oceania,1.468,0.301,59.4,0.984,0.695,0.401,24.4,591437012.0,6.09,3026.0
